x,y
0.10569791,-0.30320998
0.10531294,-0.30320998
0.10492797,-0.30320998
0.10454300,-0.30320998
0.10415803,-0.30320998
0.10377306,-0.30320998
0.10338809,-0.30320998
0.10300313,-0.30320998
0.10261816,-0.30320998
0.10223319,-0.30320998
0.10184822,-0.30320998
0.10146325,-0.30320998
0.10107828,-0.30320998
0.10069331,-0.30320998
0.10030834,-0.30320998
0.09992337,-0.30320998
0.09953841,-0.30320998
0.09915344,-0.30320998
0.09876847,-0.30320998
0.09838350,-0.30320998
0.09799853,-0.30320998
0.09761356,-0.30320998
0.09722859,-0.30320998
0.09684362,-0.30320998
0.09645865,-0.30320998
0.09607369,-0.30320998
0.09568872,-0.30320998
0.09530375,-0.30320998
0.09491878,-0.30320998
0.09453381,-0.30320998
0.09414884,-0.30320998
0.09376387,-0.30320998
0.09337890,-0.30320998
0.09299393,-0.30320998
0.09260897,-0.30320998
0.09222400,-0.30320998
0.09183903,-0.30320998
0.09145406,-0.30320998
0.09106909,-0.30320998
0.09068412,-0.30320998
0.09029915,-0.30320998
0.08991418,-0.30320998
0.08952921,-0.30320998
0.08914425,-0.30320998
0.08875928,-0.30320998
0.08837431,-0.30320998
0.08798934,-0.30320998
0.08760437,-0.30320998
0.08721940,-0.30320998
0.08683443,-0.30320998
0.08644946,-0.30320998
0.08606449,-0.30320998
0.08567953,-0.30320998
0.08529456,-0.30320998
0.08490959,-0.30320998
0.08452462,-0.30320998
0.08413965,-0.30320998
0.08375468,-0.30320998
0.08336971,-0.30320998
0.08298474,-0.30320998
0.08259977,-0.30320998
0.08221481,-0.30320998
0.08182984,-0.30320998
0.08144487,-0.30320998
0.08105990,-0.30320998
0.08067493,-0.30320998
0.08028996,-0.30320998
0.07990499,-0.30320998
0.07952002,-0.30320998
0.07913505,-0.30320998
0.07875009,-0.30320998
0.07836512,-0.30320998
0.07798015,-0.30320998
0.07759518,-0.30320998
0.07721021,-0.30320998
0.07682524,-0.30320998
0.07644027,-0.30320998
0.07605530,-0.30320998
0.07567033,-0.30320998
0.07528537,-0.30320998
0.07490040,-0.30320998
0.07451543,-0.30320998
0.07413046,-0.30320998
0.07374549,-0.30320998
0.07336052,-0.30320998
0.07297555,-0.30320998
0.07259058,-0.30320998
0.07220561,-0.30320998
0.07182065,-0.30320998
0.07143568,-0.30320998
0.07105071,-0.30320998
0.07066574,-0.30320998
0.07028077,-0.30320998
0.06989580,-0.30320998
0.06951083,-0.30320998
0.06912586,-0.30320998
0.06874089,-0.30320998
0.06835592,-0.30320998
0.06797096,-0.30320998
0.06758599,-0.30320998
0.06720102,-0.30320998
0.06681605,-0.30320998
0.06643108,-0.30320998
0.06604611,-0.30320998
0.06566114,-0.30320998
0.06527617,-0.30320998
0.06489120,-0.30320998
0.06450624,-0.30320998
0.06412127,-0.30320998
0.06373630,-0.30320998
0.06335133,-0.30320998
0.06296636,-0.30320998
0.06258139,-0.30320998
0.06219642,-0.30320998
0.06181145,-0.30320998
0.06142648,-0.30320998
0.06104152,-0.30320998
0.06065655,-0.30320998
0.06027158,-0.30320998
0.05988661,-0.30320998
0.05950164,-0.30320998
0.05911667,-0.30320998
0.05873170,-0.30320998
0.05834673,-0.30320998
0.05796176,-0.30320998
0.05757680,-0.30320998
0.05719183,-0.30320998
0.05680686,-0.30320998
0.05642189,-0.30320998
0.05603692,-0.30320998
0.05565195,-0.30320998
0.05526698,-0.30320998
0.05488201,-0.30320998
0.05449704,-0.30320998
0.05411208,-0.30320998
0.05372711,-0.30320998
0.05334214,-0.30320998
0.05295717,-0.30320998
0.05257220,-0.30320998
0.05218723,-0.30320998
0.05180226,-0.30320998
0.05141729,-0.30320998
0.05103232,-0.30320998
0.05064736,-0.30320998
0.05026239,-0.30320998
0.04987742,-0.30320998
0.04949245,-0.30320998
0.04910748,-0.30320998
0.04872251,-0.30320998
0.04833754,-0.30320998
0.04795257,-0.30320998
0.04756760,-0.30320998
0.04718264,-0.30320998
0.04679767,-0.30320998
0.04641270,-0.30320998
0.04602773,-0.30320998
0.04564276,-0.30320998
0.04525779,-0.30320998
0.04487282,-0.30320998
0.04448785,-0.30320998
0.04410288,-0.30320998
0.04371792,-0.30320998
0.04333295,-0.30320998
0.04294798,-0.30320998
0.04256301,-0.30320998
0.04217804,-0.30320998
0.04179307,-0.30320998
0.04140810,-0.30320998
0.04102313,-0.30320998
0.04063816,-0.30320998
0.04025320,-0.30320998
0.03986823,-0.30320998
0.03948326,-0.30320998
0.03909829,-0.30320998
0.03871332,-0.30320998
0.03832835,-0.30320998
0.03794338,-0.30320998
0.03755841,-0.30320998
0.03717344,-0.30320998
0.03678848,-0.30320998
0.03640351,-0.30320998
0.03601854,-0.30320998
0.03563357,-0.30320998
0.03524860,-0.30320998
0.03486363,-0.30320998
0.03447866,-0.30320998
0.03409369,-0.30320998
0.03370872,-0.30320998
0.03332376,-0.30320998
0.03293879,-0.30320998
0.03255382,-0.30320998
0.03216885,-0.30320998
0.03178388,-0.30320998
0.03139891,-0.30320998
0.03101394,-0.30320998
0.03062897,-0.30320998
0.03024400,-0.30320998
0.02985904,-0.30320998
0.02947407,-0.30320998
0.02908910,-0.30320998
0.02870413,-0.30320998
0.02831916,-0.30320998
0.02793419,-0.30320998
0.02754922,-0.30320998
0.02716425,-0.30320998
0.02677928,-0.30320998
0.02639431,-0.30320998
0.02600935,-0.30320998
0.02562438,-0.30320998
0.02523941,-0.30320998
0.02485444,-0.30320998
0.02446947,-0.30320998
0.02408450,-0.30320998
0.02369953,-0.30320998
0.02331456,-0.30320998
0.02292959,-0.30320998
0.02254463,-0.30320998
0.02215966,-0.30320998
0.02177469,-0.30320998
0.02138972,-0.30320998
0.02100475,-0.30320998
0.02061978,-0.30320998
0.02023481,-0.30320998
0.01984984,-0.30320998
0.01946487,-0.30320998
0.01907991,-0.30320998
0.01869494,-0.30320998
0.01830997,-0.30320998
0.01792500,-0.30320998
0.01754003,-0.30320998
0.01715506,-0.30320998
0.01677009,-0.30320998
0.01638512,-0.30320998
0.01600015,-0.30320998
0.01561519,-0.30320998
0.01523022,-0.30320998
0.01484525,-0.30320998
0.01446028,-0.30320998
0.01407531,-0.30320998
0.01369034,-0.30320998
0.01330537,-0.30320998
0.01292040,-0.30320998
0.01253543,-0.30320998
0.01215047,-0.30320998
0.01176550,-0.30320998
0.01138053,-0.30320998
0.01099556,-0.30320998
0.01061059,-0.30320998
0.01022562,-0.30320998
0.00984065,-0.30320998
0.00945568,-0.30320998
0.00907071,-0.30320998
0.00868575,-0.30320998
0.00830078,-0.30320998
0.00791581,-0.30320998
0.00753084,-0.30320998
0.00714587,-0.30320998
0.00676090,-0.30320998
0.00637593,-0.30320998
0.00599096,-0.30320998
0.00560599,-0.30320998
0.00522103,-0.30320998
0.00483606,-0.30320998
0.00445109,-0.30320998
0.00406612,-0.30320998
0.00368115,-0.30320998
0.00329618,-0.30320998
0.00291121,-0.30320998
0.00252624,-0.30320998
0.00214127,-0.30320998
0.00175631,-0.30320998
0.00137134,-0.30320998
0.00098637,-0.30320998
0.00060140,-0.30320998
0.00021643,-0.30320998
-0.00016854,-0.30320998
-0.00055351,-0.30320998
-0.00093848,-0.30320998
-0.00132345,-0.30320998
-0.00170841,-0.30320998
-0.00209338,-0.30320998
-0.00247835,-0.30320998
-0.00286332,-0.30320998
-0.00324829,-0.30320998
-0.00363326,-0.30320998
-0.00401823,-0.30320998
-0.00440320,-0.30320998
-0.00478817,-0.30320998
-0.00517313,-0.30320998
-0.00555810,-0.30320998
-0.00594307,-0.30320998
-0.00632804,-0.30320998
-0.00671301,-0.30320998
-0.00709798,-0.30320998
-0.00748295,-0.30320998
-0.00786792,-0.30320998
-0.00825289,-0.30320998
-0.00863785,-0.30320998
-0.00902282,-0.30320998
-0.00940779,-0.30320998
-0.00979276,-0.30320998
-0.01017773,-0.30320998
-0.01056270,-0.30320998
-0.01094767,-0.30320998
-0.01133264,-0.30320998
-0.01171761,-0.30320998
-0.01210257,-0.30320998
-0.01248754,-0.30320998
-0.01287251,-0.30320998
-0.01325748,-0.30320998
-0.01364245,-0.30320998
-0.01402742,-0.30320998
-0.01441239,-0.30320998
-0.01479736,-0.30320998
-0.01518233,-0.30320998
-0.01556729,-0.30320998
-0.01595226,-0.30320998
-0.01633723,-0.30320998
-0.01672220,-0.30320998
-0.01710717,-0.30320998
-0.01749214,-0.30320998
-0.01787711,-0.30320998
-0.01826208,-0.30320998
-0.01864705,-0.30320998
-0.01903202,-0.30320998
-0.01941698,-0.30320998
-0.01980195,-0.30320998
-0.02018692,-0.30320998
-0.02057189,-0.30320998
-0.02095686,-0.30320998
-0.02134183,-0.30320998
-0.02172680,-0.30320998
-0.02211177,-0.30320998
-0.02249674,-0.30320998
-0.02288170,-0.30320998
-0.02326667,-0.30320998
-0.02365164,-0.30320998
-0.02403661,-0.30320998
-0.02442158,-0.30320998
-0.02480655,-0.30320998
-0.02519152,-0.30320998
-0.02557649,-0.30320998
-0.02596146,-0.30320998
-0.02634642,-0.30320998
-0.02673139,-0.30320998
-0.02711636,-0.30320998
-0.02750133,-0.30320998
-0.02788630,-0.30320998
-0.02827127,-0.30320998
-0.02865624,-0.30320998
-0.02904121,-0.30320998
-0.02942618,-0.30320998
-0.02981114,-0.30320998
-0.03019611,-0.30320998
-0.03058108,-0.30320998
-0.03096605,-0.30320998
-0.03135102,-0.30320998
-0.03173599,-0.30320998
-0.03212096,-0.30320998
-0.03250593,-0.30320998
-0.03289090,-0.30320998
-0.03327586,-0.30320998
-0.03366083,-0.30320998
-0.03404580,-0.30320998
-0.03443077,-0.30320998
-0.03481574,-0.30320998
-0.03520071,-0.30320998
-0.03558568,-0.30320998
-0.03597065,-0.30320998
-0.03635562,-0.30320998
-0.03674058,-0.30320998
-0.03712555,-0.30320998
-0.03751052,-0.30320998
-0.03789549,-0.30320998
-0.03828046,-0.30320998
-0.03866543,-0.30320998
-0.03905040,-0.30320998
-0.03943537,-0.30320998
-0.03982034,-0.30320998
-0.04020530,-0.30320998
-0.04059027,-0.30320998
-0.04097524,-0.30320998
-0.04136021,-0.30320998
-0.04174518,-0.30320998
-0.04213015,-0.30320998
-0.04251512,-0.30320998
-0.04290009,-0.30320998
-0.04328506,-0.30320998
-0.04367002,-0.30320998
-0.04405499,-0.30320998
-0.04443996,-0.30320998
-0.04482493,-0.30320998
-0.04520990,-0.30320998
-0.04559487,-0.30320998
-0.04597984,-0.30320998
-0.04636481,-0.30320998
-0.04674978,-0.30320998
-0.04713474,-0.30320998
-0.04751971,-0.30320998
-0.04790468,-0.30320998
-0.04828965,-0.30320998
-0.04867462,-0.30320998
-0.04905959,-0.30320998
-0.04944456,-0.30320998
-0.04982953,-0.30320998
-0.05021450,-0.30320998
-0.05059946,-0.30320998
-0.05098443,-0.30320998
-0.05136940,-0.30320998
-0.05175437,-0.30320998
-0.05213934,-0.30320998
-0.05252431,-0.30320998
-0.05290928,-0.30320998
-0.05329425,-0.30320998
-0.05367922,-0.30320998
-0.05406418,-0.30320998
-0.05444915,-0.30320998
-0.05483412,-0.30320998
-0.05521909,-0.30320998
-0.05560406,-0.30320998
-0.05598903,-0.30320998
-0.05637400,-0.30320998
-0.05675897,-0.30320998
-0.05714394,-0.30320998
-0.05752890,-0.30320998
-0.05791387,-0.30320998
-0.05829884,-0.30320998
-0.05868381,-0.30320998
-0.05906878,-0.30320998
-0.05945375,-0.30320998
-0.05983872,-0.30320998
-0.06022369,-0.30320998
-0.06060866,-0.30320998
-0.06099362,-0.30320998
-0.06137859,-0.30320998
-0.06176356,-0.30320998
-0.06214853,-0.30320998
-0.06253350,-0.30320998
-0.06291847,-0.30320998
-0.06330344,-0.30320998
-0.06368841,-0.30320998
-0.06407338,-0.30320998
-0.06445835,-0.30320998
-0.06484331,-0.30320998
-0.06522828,-0.30320998
-0.06561325,-0.30320998
-0.06599822,-0.30320998
-0.06638319,-0.30320998
-0.06676816,-0.30320998
-0.06715313,-0.30320998
-0.06753810,-0.30320998
-0.06792307,-0.30320998
-0.06830803,-0.30320998
-0.06869300,-0.30320998
-0.06907797,-0.30320998
-0.06946294,-0.30320998
-0.06984791,-0.30320998
-0.07023288,-0.30320998
-0.07061785,-0.30320998
-0.07100282,-0.30320998
-0.07138779,-0.30320998
-0.07177275,-0.30320998
-0.07215772,-0.30320998
-0.07254269,-0.30320998
-0.07292766,-0.30320998
-0.07331263,-0.30320998
-0.07369760,-0.30320998
-0.07408257,-0.30320998
-0.07446754,-0.30320998
-0.07485251,-0.30320998
-0.07523747,-0.30320998
-0.07562244,-0.30320998
-0.07600741,-0.30320998
-0.07639238,-0.30320998
-0.07677735,-0.30320998
-0.07716232,-0.30320998
-0.07754729,-0.30320998
-0.07793226,-0.30320998
-0.07831723,-0.30320998
-0.07870219,-0.30320998
-0.07908716,-0.30320998
-0.07947213,-0.30320998
-0.07985710,-0.30320998
-0.08024207,-0.30320998
-0.08062704,-0.30320998
-0.08101201,-0.30320998
-0.08139698,-0.30320998
-0.08178195,-0.30320998
-0.08216691,-0.30320998
-0.08255188,-0.30320998
-0.08293685,-0.30320998
-0.08332182,-0.30320998
-0.08370679,-0.30320998
-0.08409176,-0.30320998
-0.08447673,-0.30320998
-0.08486170,-0.30320998
-0.08524667,-0.30320998
-0.08563163,-0.30320998
-0.08601660,-0.30320998
-0.08640157,-0.30320998
-0.08678654,-0.30320998
-0.08717151,-0.30320998
-0.08755648,-0.30320998
-0.08794145,-0.30320998
-0.08832642,-0.30320998
-0.08871139,-0.30320998
-0.08909635,-0.30320998
-0.08948132,-0.30320998
-0.08986629,-0.30320998
-0.09025126,-0.30320998
-0.09063623,-0.30320998
-0.09102120,-0.30320998
-0.09140617,-0.30320998
-0.09179114,-0.30320998
-0.09217611,-0.30320998
-0.09256107,-0.30320998
-0.09294604,-0.30320998
-0.09333101,-0.30320998
-0.09371598,-0.30320998
-0.09410095,-0.30320998
-0.09448592,-0.30320998
-0.09487089,-0.30320998
-0.09525586,-0.30320998
-0.09564083,-0.30320998
-0.09602579,-0.30320998
-0.09641076,-0.30320998
-0.09679573,-0.30320998
-0.09718070,-0.30320998
-0.09756567,-0.30320998
-0.09795064,-0.30320998
-0.09833561,-0.30320998
-0.09872058,-0.30320998
-0.09910555,-0.30320998
-0.09949051,-0.30320998
-0.09987548,-0.30320998
-0.10026045,-0.30320998
-0.10064542,-0.30320998
-0.10103039,-0.30320998
-0.10141536,-0.30320998
-0.10180033,-0.30320998
-0.10218530,-0.30320998
-0.10257027,-0.30320998
-0.10295523,-0.30320998
-0.10334020,-0.30320998
-0.10372517,-0.30320998
-0.10411014,-0.30320998
-0.10449511,-0.30320998
-0.10488008,-0.30320998
-0.10526505,-0.30320998
-0.10565002,-0.30320998
-0.10603499,-0.30320998
-0.10641996,-0.30320998
-0.10680492,-0.30320998
-0.10718989,-0.30320998
-0.10757486,-0.30320998
-0.10795983,-0.30320998
-0.10834480,-0.30320998
-0.10872977,-0.30320998
-0.10911474,-0.30320998
-0.10949971,-0.30320998
-0.10988468,-0.30320998
-0.11026964,-0.30320998
-0.11065461,-0.30320998
-0.11103958,-0.30320998
-0.11142455,-0.30320998
-0.11180952,-0.30320998
-0.11219449,-0.30320998
-0.11257946,-0.30320998
-0.11296443,-0.30320998
-0.11334940,-0.30320998
-0.11373436,-0.30320998
-0.11411933,-0.30320998
-0.11450430,-0.30320998
-0.11488927,-0.30320998
-0.11527424,-0.30320998
-0.11565921,-0.30320998
-0.11604418,-0.30320998
-0.11642915,-0.30320998
-0.11681412,-0.30320998
-0.11719908,-0.30320998
-0.11758405,-0.30320998
-0.11796902,-0.30320998
-0.11835399,-0.30320998
-0.11873896,-0.30320998
-0.11912393,-0.30320998
-0.11950890,-0.30320998
-0.11989387,-0.30320998
-0.12027884,-0.30320998
-0.12066380,-0.30320998
-0.12104877,-0.30320998
-0.12143374,-0.30320998
-0.12181871,-0.30320998
-0.12220368,-0.30320998
-0.12258865,-0.30320998
-0.12297362,-0.30320998
-0.12335859,-0.30320998
-0.12374356,-0.30320998
-0.12412852,-0.30320998
-0.12451349,-0.30320998
-0.12489846,-0.30320998
-0.12528343,-0.30320998
-0.12566840,-0.30320998
-0.12605337,-0.30320998
-0.12643834,-0.30320998
-0.12682331,-0.30320998
-0.12720828,-0.30320998
-0.12759324,-0.30320998
-0.12797821,-0.30320998
-0.12836318,-0.30320998
-0.12874815,-0.30320998
-0.12913312,-0.30320998
-0.12951809,-0.30320998
-0.12990306,-0.30320998
-0.13028803,-0.30320998
-0.13067300,-0.30320998
-0.13105796,-0.30320998
-0.13144293,-0.30320998
-0.13182790,-0.30320998
-0.13221287,-0.30320998
-0.13259784,-0.30320998
-0.13298281,-0.30320998
-0.13336778,-0.30320998
-0.13375275,-0.30320998
-0.13413772,-0.30320998
-0.13452268,-0.30320998
-0.13490765,-0.30320998
-0.13529262,-0.30320998
-0.13567759,-0.30320998
-0.13606256,-0.30320998
-0.13644753,-0.30320998
-0.13683250,-0.30320998
-0.13721747,-0.30320998
-0.13760244,-0.30320998
-0.13798740,-0.30320998
-0.13837237,-0.30320998
-0.13875734,-0.30320998
-0.13914231,-0.30320998
-0.13952728,-0.30320998
-0.13991225,-0.30320998
-0.14029722,-0.30320998
-0.14068219,-0.30320998
-0.14106716,-0.30320998
-0.14145212,-0.30320998
-0.14183709,-0.30320998
-0.14222206,-0.30320998
-0.14260703,-0.30320998
-0.14299200,-0.30320998
-0.14337697,-0.30320998
-0.14376194,-0.30320998
-0.14414691,-0.30320998
-0.14453188,-0.30320998
-0.14491684,-0.30320998
-0.14530181,-0.30320998
-0.14568678,-0.30320998
-0.14607175,-0.30320998
-0.14645672,-0.30320998
-0.14684169,-0.30320998
-0.14722666,-0.30320998
-0.14761163,-0.30320998
-0.14799660,-0.30320998
-0.14838156,-0.30320998
-0.14876653,-0.30320998
-0.14915150,-0.30320998
-0.14953647,-0.30320998
-0.14992144,-0.30320998
-0.15030641,-0.30320998
-0.15069138,-0.30320998
-0.15107635,-0.30320998
-0.15146132,-0.30320998
-0.15184629,-0.30320998
-0.15223125,-0.30320998
-0.15261622,-0.30320998
-0.15300119,-0.30320998
-0.15338616,-0.30320998
-0.15377113,-0.30320998
-0.15415610,-0.30320998
-0.15454107,-0.30320998
-0.15492604,-0.30320998
-0.15531101,-0.30320998
-0.15569597,-0.30320998
-0.15608094,-0.30320998
-0.15646591,-0.30320998
-0.15685088,-0.30320998
-0.15723585,-0.30320998
-0.15762082,-0.30320998
-0.15800579,-0.30320998
-0.15839076,-0.30320998
-0.15877573,-0.30320998
-0.15916069,-0.30320998
-0.15954566,-0.30320998
-0.15993063,-0.30320998
-0.16031560,-0.30320998
-0.16070057,-0.30320998
-0.16108554,-0.30320998
-0.16147051,-0.30320998
-0.16185548,-0.30320998
-0.16224045,-0.30320998
-0.16262541,-0.30320998
-0.16301038,-0.30320998
-0.16339535,-0.30320998
-0.16378032,-0.30320998
-0.16416529,-0.30320998
-0.16455026,-0.30320998
-0.16493523,-0.30320998
-0.16532020,-0.30320998
-0.16570517,-0.30320998
-0.16609013,-0.30320998
-0.16647510,-0.30320998
-0.16686007,-0.30320998
-0.16724504,-0.30320998
-0.16763001,-0.30320998
-0.16801498,-0.30320998
-0.16839995,-0.30320998
-0.16878492,-0.30320998
-0.16916989,-0.30320998
-0.16955485,-0.30320998
-0.16993982,-0.30320998
-0.17032479,-0.30320998
-0.17070976,-0.30320998
-0.17109473,-0.30320998
-0.17147970,-0.30320998
-0.17186467,-0.30320998
-0.17224964,-0.30320998
-0.17263461,-0.30320998
-0.17301957,-0.30320998
-0.17340454,-0.30320998
-0.17378951,-0.30320998
-0.17417448,-0.30320998
-0.17455945,-0.30320998
-0.17494442,-0.30320998
-0.17532939,-0.30320998
-0.17571436,-0.30320998
-0.17609933,-0.30320998
-0.17648429,-0.30320998
-0.17686926,-0.30320998
-0.17725423,-0.30320998
-0.17763920,-0.30320998
-0.17802417,-0.30320998
-0.17840914,-0.30320998
-0.17879411,-0.30320998
-0.17917908,-0.30320998
-0.17956405,-0.30320998
-0.17994901,-0.30320998
-0.18033398,-0.30320998
-0.18071895,-0.30320998
-0.18110392,-0.30320998
-0.18148889,-0.30320998
-0.18187386,-0.30320998
-0.18225883,-0.30320998
-0.18264380,-0.30320998
-0.18302877,-0.30320998
-0.18341373,-0.30320998
-0.18379870,-0.30320998
-0.18418367,-0.30320998
-0.18456864,-0.30320998
-0.18495361,-0.30320998
-0.18533858,-0.30320998
-0.18572355,-0.30320998
-0.18610852,-0.30320998
-0.18649349,-0.30320998
-0.18687845,-0.30320998
-0.18726342,-0.30320998
-0.18764839,-0.30320998
-0.18803336,-0.30320998
-0.18841833,-0.30320998
-0.18880330,-0.30320998
-0.18918827,-0.30320998
-0.18957324,-0.30320998
-0.18995821,-0.30320998
-0.19034317,-0.30320998
-0.19072814,-0.30320998
-0.19111311,-0.30320998
-0.19149808,-0.30320998
-0.19188305,-0.30320998
-0.19194384,-0.30338394
-0.19200462,-0.30355790
-0.19206540,-0.30373187
-0.19212619,-0.30390583
-0.19218697,-0.30407979
-0.19224776,-0.30425375
-0.19230854,-0.30442772
-0.19236933,-0.30460168
-0.19243011,-0.30477564
-0.19249090,-0.30494960
-0.19255168,-0.30512357
-0.19261247,-0.30529753
-0.19267325,-0.30547149
-0.19273403,-0.30564545
-0.19279482,-0.30581942
-0.19285560,-0.30599338
-0.19291639,-0.30616734
-0.19297717,-0.30634130
-0.19303796,-0.30651527
-0.19309874,-0.30668923
-0.19315953,-0.30686319
-0.19322031,-0.30703715
-0.19328110,-0.30721112
-0.19334188,-0.30738508
-0.19340266,-0.30755904
-0.19346345,-0.30773300
-0.19352423,-0.30790697
-0.19358502,-0.30808093
-0.19364580,-0.30825489
-0.19370659,-0.30842885
-0.19376737,-0.30860282
-0.19382816,-0.30877678
-0.19388894,-0.30895074
-0.19394973,-0.30912470
-0.19401051,-0.30929867
