k,Re(c_k),Im(c_k)
-2.870000000000000000e+02,1.113575414839024870e-05,3.150014311182150460e-08
-2.860000000000000000e+02,1.087801401332685877e-05,7.397235515421335641e-06
-2.850000000000000000e+02,-1.288769706149320961e-06,-9.279508322580400697e-06
-2.840000000000000000e+02,8.791151715389933387e-06,-9.843138223046790200e-06
-2.830000000000000000e+02,4.176683874530410251e-06,1.901518554264796573e-06
-2.820000000000000000e+02,-7.411872635845376229e-06,-3.946813332952954979e-06
-2.810000000000000000e+02,1.833773285141110918e-06,4.654976874579559503e-06
-2.800000000000000000e+02,7.548379451587084159e-06,8.081405235383589743e-07
-2.790000000000000000e+02,2.515556143119154182e-06,8.174024427776746781e-06
-2.780000000000000000e+02,-1.655157445607658844e-06,9.460494480926773242e-06
-2.770000000000000000e+02,-5.029190078358460812e-06,-9.253496583749937980e-06
-2.760000000000000000e+02,7.985200471655937149e-07,-7.041624431885538064e-06
-2.750000000000000000e+02,1.765388340831794528e-05,-1.461541858011128226e-06
-2.740000000000000000e+02,6.363695292380465199e-06,2.519263449556163989e-06
-2.730000000000000000e+02,4.760603537761995304e-06,-6.368750314125801211e-06
-2.720000000000000000e+02,1.407000303501226003e-05,-6.383638007648666807e-06
-2.710000000000000000e+02,-3.693710492232648442e-06,-2.507787058340987308e-06
-2.700000000000000000e+02,-8.523339027087559066e-07,-6.989952108853347059e-06
-2.690000000000000000e+02,1.131474215532746081e-07,3.812322317807759703e-06
-2.680000000000000000e+02,3.012152355787926779e-06,9.007448493925032803e-07
-2.670000000000000000e+02,1.041507755523046795e-05,5.867609281615063283e-06
-2.660000000000000000e+02,5.061495971691391116e-06,6.028313197360155726e-06
-2.650000000000000000e+02,1.094418292018183516e-05,-3.970805372773904106e-06
-2.640000000000000000e+02,-6.640746947259580817e-06,6.769578280697104238e-06
-2.630000000000000000e+02,-8.748406634927247911e-06,-4.444135501544648400e-06
-2.620000000000000000e+02,1.595722035805503155e-06,-1.115310736989391700e-05
-2.610000000000000000e+02,4.963549191003636554e-06,5.004967872418566062e-07
-2.600000000000000000e+02,2.065250833218652956e-05,3.434089970948541493e-06
-2.590000000000000000e+02,8.619294585447811866e-07,9.015762661192999962e-07
-2.580000000000000000e+02,2.756580896883287809e-06,-8.884825901158879537e-06
-2.570000000000000000e+02,1.510008161693210288e-05,-8.326006076471802441e-06
-2.560000000000000000e+02,-1.989538162107864050e-06,1.607822759398819702e-06
-2.550000000000000000e+02,-3.087145063231354494e-07,4.388209425300879195e-07
-2.540000000000000000e+02,5.986606642861523721e-06,-9.626469386285616740e-06
-2.530000000000000000e+02,1.272773235449918486e-05,9.042605136604639683e-07
-2.520000000000000000e+02,3.459086861588084952e-06,8.133687311344587372e-06
-2.510000000000000000e+02,-2.900014811816991886e-06,3.421136455883886450e-06
-2.500000000000000000e+02,-6.139398901552426598e-06,8.063147284810467312e-06
-2.490000000000000000e+02,-7.413940147922138000e-06,-9.480830764292766066e-07
-2.480000000000000000e+02,1.449785608520092508e-05,2.002469153089866075e-06
-2.470000000000000000e+02,7.661684628349356608e-06,-3.819237514385059617e-06
-2.460000000000000000e+02,1.632642007158420258e-05,-1.075367051994069653e-05
-2.450000000000000000e+02,1.640966243334840094e-05,5.935604405256368673e-07
-2.440000000000000000e+02,-1.311005405950952204e-05,-1.457819749830919885e-05
-2.430000000000000000e+02,4.656920810232959617e-06,-6.955860252128407645e-06
-2.420000000000000000e+02,5.184937956430208189e-06,1.759727527223285374e-06
-2.410000000000000000e+02,-3.538704545838336850e-06,1.592266894657827346e-06
-2.400000000000000000e+02,9.580161329967556413e-06,4.605645672955609946e-06
-2.390000000000000000e+02,1.357803380825419807e-05,-1.188240375206298452e-05
-2.380000000000000000e+02,1.438247521845676467e-05,9.629242740348694339e-06
-2.370000000000000000e+02,-1.335090136132741858e-06,1.482041157668306439e-05
-2.360000000000000000e+02,-1.139546204849964691e-05,-1.838682224013030932e-06
-2.350000000000000000e+02,-1.949758715549760601e-06,-2.062966112666104044e-06
-2.340000000000000000e+02,1.264426519349622796e-05,-6.040870030429100926e-06
-2.330000000000000000e+02,1.020935286251205210e-05,1.960406588398581598e-06
-2.320000000000000000e+02,2.043709500536226662e-06,-8.253493658792218393e-06
-2.310000000000000000e+02,7.463103064020016933e-06,-6.151348767500277414e-06
-2.300000000000000000e+02,5.843657237380634842e-06,-6.837730915814971481e-07
-2.290000000000000000e+02,1.702473624108971041e-06,-1.196366832731517619e-06
-2.280000000000000000e+02,3.434587948542530128e-06,1.973022442484361695e-06
-2.270000000000000000e+02,1.669228560767002024e-05,-1.745471609315953418e-05
-2.260000000000000000e+02,8.453848120513060902e-06,-1.345712764765709544e-06
-2.250000000000000000e+02,3.034498260340153565e-06,-6.085974606488097912e-06
-2.240000000000000000e+02,1.263555038852812230e-05,-6.125608416837185649e-06
-2.230000000000000000e+02,-1.146540118427311858e-05,3.014862802641580792e-05
-2.220000000000000000e+02,-5.909098669874207494e-06,8.061874024342646484e-06
-2.210000000000000000e+02,2.780089918124748817e-06,1.078104852225748174e-06
-2.200000000000000000e+02,9.205708517731200441e-06,-1.783026874714549995e-06
-2.190000000000000000e+02,3.028597144915728078e-05,-1.016466130140580626e-05
-2.180000000000000000e+02,4.364940024174954704e-07,2.214118449038926685e-06
-2.170000000000000000e+02,-3.555258956208271272e-06,-1.571185560951834741e-05
-2.160000000000000000e+02,1.131695529970393856e-05,-1.158656296922627043e-05
-2.150000000000000000e+02,3.915357925681244432e-06,4.436784683450848582e-06
-2.140000000000000000e+02,-2.783908775345082813e-06,-6.755096467396871696e-07
-2.130000000000000000e+02,1.118933543510261769e-06,-1.475394934657059311e-05
-2.120000000000000000e+02,1.994846866788953753e-05,-1.419175370261744318e-05
-2.110000000000000000e+02,7.583670530839537079e-06,9.339534495229380321e-06
-2.100000000000000000e+02,9.024360092403527363e-06,1.362089190213123500e-05
-2.090000000000000000e+02,2.321789804295161989e-06,1.227209668075687605e-05
-2.080000000000000000e+02,-2.861621568800753761e-06,9.120628316475837895e-06
-2.070000000000000000e+02,1.829705333381167242e-05,-1.847022588013363476e-06
-2.060000000000000000e+02,-3.808120952343540253e-06,-1.472979698411971207e-05
-2.050000000000000000e+02,1.199322347532468333e-05,-8.959673594054100510e-06
-2.040000000000000000e+02,8.837861725389809306e-06,2.318959370645548319e-06
-2.030000000000000000e+02,-1.405577176489551438e-05,-2.525373582456671551e-06
-2.020000000000000000e+02,1.504698359326592195e-05,6.287398304591882828e-06
-2.010000000000000000e+02,9.885638244651019445e-06,-7.522499981800116863e-06
-2.000000000000000000e+02,1.462605727745354417e-05,-6.845337811575472032e-06
-1.990000000000000000e+02,2.756489501682681158e-06,-8.237187824585023182e-06
-1.980000000000000000e+02,2.035524451871786749e-06,-3.841663160869969435e-05
-1.970000000000000000e+02,2.807419108185748937e-05,1.863363232537818754e-06
-1.960000000000000000e+02,-3.501675787322992102e-06,2.929897873850115375e-05
-1.950000000000000000e+02,-4.867649454467161354e-06,1.390356621365782559e-05
-1.940000000000000000e+02,2.271921570787106540e-06,6.033983276828495693e-06
-1.930000000000000000e+02,9.766347003937658194e-06,-4.806315405202399709e-07
-1.920000000000000000e+02,2.084800071379895500e-05,5.627620014522360230e-07
-1.910000000000000000e+02,-2.201472614261241887e-06,-5.847033749436136855e-06
-1.900000000000000000e+02,9.259558851138096182e-06,1.146165734649563027e-07
-1.890000000000000000e+02,1.864678493864480735e-05,-1.048049902604973558e-05
-1.880000000000000000e+02,5.108930914118247099e-06,1.713686056588469815e-06
-1.870000000000000000e+02,4.768934338770160507e-07,-3.703831194108839376e-06
-1.860000000000000000e+02,4.118926592712333080e-06,-3.956611739148006840e-05
-1.850000000000000000e+02,-2.486440608606449284e-06,-7.796815867543207842e-07
-1.840000000000000000e+02,-8.883234830245233887e-07,-1.175280930608099502e-05
-1.830000000000000000e+02,2.316404017782524303e-05,-3.854016248616116028e-06
-1.820000000000000000e+02,1.751498070621614853e-05,4.119029682988905466e-05
-1.810000000000000000e+02,1.500787302553009334e-05,1.226824755886909694e-05
-1.800000000000000000e+02,3.698253624341880427e-06,3.370929558364082350e-06
-1.790000000000000000e+02,4.414628316965014325e-06,-2.288288812716631802e-05
-1.780000000000000000e+02,2.379248433533201837e-05,-8.379237434936207958e-06
-1.770000000000000000e+02,-8.249173503133023835e-06,1.453790886550241637e-05
-1.760000000000000000e+02,-6.311659937042253288e-06,-9.125997480574925860e-06
-1.750000000000000000e+02,1.923009222691492124e-05,8.176674269083012342e-06
-1.740000000000000000e+02,1.998838986872087333e-05,-5.114471343422476137e-06
-1.730000000000000000e+02,3.565488163305416304e-06,3.114339166177268715e-06
-1.720000000000000000e+02,-1.046836019044330001e-05,-1.754011064839962049e-05
-1.710000000000000000e+02,9.415955738394964146e-06,-5.225254064575453848e-05
-1.700000000000000000e+02,1.804906984661569026e-05,4.916112185503875209e-06
-1.690000000000000000e+02,2.276223062722986163e-05,9.139112967854405958e-06
-1.680000000000000000e+02,6.115140650418256378e-06,3.017104342848632316e-06
-1.670000000000000000e+02,1.112204245312804357e-05,1.889056098261003583e-05
-1.660000000000000000e+02,1.063856965523992613e-05,3.633045884068070733e-06
-1.650000000000000000e+02,-1.728900340473401423e-05,-5.883435390656237207e-06
-1.640000000000000000e+02,2.561814156325775688e-05,6.151023490599337153e-06
-1.630000000000000000e+02,1.540151993609519904e-05,1.656605384971680361e-05
-1.620000000000000000e+02,1.378467157545287743e-05,-5.703697787953973225e-07
-1.610000000000000000e+02,3.294022728647227617e-05,9.211454716416505875e-07
-1.600000000000000000e+02,2.903129469281985589e-06,-2.506455387787806399e-05
-1.590000000000000000e+02,1.443844017719587558e-05,-2.435028187112486581e-05
-1.580000000000000000e+02,-3.730058451879290405e-05,-5.605071486280334905e-07
-1.570000000000000000e+02,-2.057004424738430190e-05,-4.622275763706312535e-05
-1.560000000000000000e+02,4.170658295326496216e-05,-1.195251556737109503e-05
-1.550000000000000000e+02,2.289337758342043809e-05,4.089840388307971114e-05
-1.540000000000000000e+02,3.267257161278675501e-05,1.717973372958903506e-05
-1.530000000000000000e+02,-1.752652093474844906e-06,-3.739052561396157401e-06
-1.520000000000000000e+02,1.986119648280317045e-05,-6.895289554209541428e-06
-1.510000000000000000e+02,2.678430658380482804e-05,1.009332418075400632e-06
-1.500000000000000000e+02,-1.933674849052588232e-05,4.748871033386814352e-06
-1.490000000000000000e+02,2.844981650441420892e-05,5.886684201520914755e-06
-1.480000000000000000e+02,2.509096626102888414e-05,-1.163299015410162353e-05
-1.470000000000000000e+02,1.523214830930066794e-05,9.092509166890738346e-06
-1.460000000000000000e+02,5.498093153930133626e-06,4.080105871841705880e-06
-1.450000000000000000e+02,-1.872106583609964617e-05,-2.984131417112903097e-05
-1.440000000000000000e+02,-5.340874225716731295e-06,-2.821788442458985162e-06
-1.430000000000000000e+02,3.537149978411095806e-06,-2.573237202464988651e-05
-1.420000000000000000e+02,3.752593862493896023e-05,-2.381218436555603688e-05
-1.410000000000000000e+02,4.111412384640157180e-05,-6.565919636897653089e-06
-1.400000000000000000e+02,3.100749137922638752e-05,8.828555036312794448e-06
-1.390000000000000000e+02,-1.887409630725842520e-05,1.675239113026818981e-05
-1.380000000000000000e+02,-2.382751788361091817e-05,-3.461759445828650083e-05
-1.370000000000000000e+02,4.809527445331128004e-05,3.653164779023942499e-05
-1.360000000000000000e+02,9.221650717303581690e-06,3.786162428099669111e-05
-1.350000000000000000e+02,2.185415544528874248e-05,-5.826680038763227778e-06
-1.340000000000000000e+02,6.285985105723488730e-05,1.005325943650747753e-05
-1.330000000000000000e+02,3.122511813845255254e-05,-4.653329471525061340e-05
-1.320000000000000000e+02,8.599210457593587880e-06,1.838846648455420875e-05
-1.310000000000000000e+02,-4.510623727989187956e-05,-5.874633656865254059e-06
-1.300000000000000000e+02,-3.634558111433642505e-05,-7.323916006084591954e-05
-1.290000000000000000e+02,2.696048314160776836e-05,-3.481124595084875214e-07
-1.280000000000000000e+02,3.778690570195939450e-05,-1.080278347992236047e-05
-1.270000000000000000e+02,1.431388460218761793e-05,-2.503179959267309896e-06
-1.260000000000000000e+02,3.125988626868442472e-05,6.880532406580109622e-06
-1.250000000000000000e+02,2.101340767804434171e-05,1.672269797564222881e-05
-1.240000000000000000e+02,-9.432598510432660201e-06,1.339982460573193495e-05
-1.230000000000000000e+02,4.473951889434591399e-05,-6.368416203325625190e-06
-1.220000000000000000e+02,4.837553236860996715e-05,1.913799322389212566e-05
-1.210000000000000000e+02,3.943962533495619339e-05,-2.222896698454613783e-05
-1.200000000000000000e+02,2.044144515459861742e-05,-6.493605311739160193e-06
-1.190000000000000000e+02,1.058370636433653952e-05,-1.578030705591753849e-05
-1.180000000000000000e+02,1.396436933301049485e-05,6.212544869287359576e-06
-1.170000000000000000e+02,-6.347258181922243048e-05,6.287857561550362954e-05
-1.160000000000000000e+02,-2.040527152463101302e-06,-5.441571329325901212e-05
-1.150000000000000000e+02,4.167640723768323746e-05,-5.902864977183393816e-05
-1.140000000000000000e+02,6.396799044656770357e-05,-1.943203827629851895e-05
-1.130000000000000000e+02,6.525441263784245629e-05,-1.700803049865200862e-05
-1.120000000000000000e+02,-7.317822075573574990e-05,-3.579209546922521450e-06
-1.110000000000000000e+02,2.728673339592723607e-05,-2.796189726773600751e-05
-1.100000000000000000e+02,4.479780139460498535e-05,4.752067894772028263e-05
-1.090000000000000000e+02,-2.185151761303516814e-05,4.552036578728149116e-05
-1.080000000000000000e+02,8.491517920590212101e-05,-1.068564535411251626e-05
-1.070000000000000000e+02,6.325961368052834908e-05,-1.081763255234603150e-05
-1.060000000000000000e+02,6.228947240148271797e-05,-7.111049941593487164e-06
-1.050000000000000000e+02,3.216077863800263624e-05,1.969918090501741911e-05
-1.040000000000000000e+02,-1.182971504619884115e-05,7.664331125438839061e-06
-1.030000000000000000e+02,-2.039972582172010175e-05,-1.298862523411061264e-05
-1.020000000000000000e+02,-2.132356406454839829e-05,-4.071113767593918179e-05
-1.010000000000000000e+02,2.866155168947508440e-05,-7.206812766165617760e-05
-1.000000000000000000e+02,1.459691021166625901e-07,-7.649273517514637208e-05
-9.900000000000000000e+01,6.225075542740300021e-05,3.377684865407057097e-05
-9.800000000000000000e+01,-2.199579711369363652e-05,6.368517089779249707e-05
-9.700000000000000000e+01,-3.966246900630880678e-05,-2.302469027290750966e-05
-9.600000000000000000e+01,1.604844932781811229e-04,4.760731165823371886e-05
-9.500000000000000000e+01,5.888863998071881963e-05,2.806597843468229923e-06
-9.400000000000000000e+01,4.348774650249460444e-05,-3.033435958498624914e-05
-9.300000000000000000e+01,7.151201716766486158e-05,-5.184228535878146119e-05
-9.200000000000000000e+01,4.048903028399456199e-05,-8.553776669828906231e-05
-9.100000000000000000e+01,5.632988825875457717e-05,1.324348615879471051e-04
-9.000000000000000000e+01,-6.808704014154213612e-05,6.903378818627518637e-05
-8.900000000000000000e+01,-2.428031777473625433e-05,-4.001998563351952807e-05
-8.800000000000000000e+01,3.784222176950449501e-05,-3.090630530948787458e-05
-8.700000000000000000e+01,5.527105120091952806e-05,-1.025018033729329975e-04
-8.600000000000000000e+01,3.921775066658175193e-05,-3.055354341964937087e-05
-8.500000000000000000e+01,-2.579734976740770164e-05,-4.996771960015266342e-05
-8.400000000000000000e+01,6.026665886892821559e-05,2.246117403304748162e-05
-8.300000000000000000e+01,9.595174487651870140e-06,4.474355922523027976e-05
-8.200000000000000000e+01,7.065950704522398774e-06,-2.191851621084505472e-05
-8.100000000000000000e+01,1.315909343159106688e-04,-4.204683686793526788e-07
-8.000000000000000000e+01,6.776511118404737386e-05,-4.234236516229655486e-05
-7.900000000000000000e+01,1.722250522325196589e-05,3.988994380181923316e-05
-7.800000000000000000e+01,1.529504615402807162e-04,-3.717563132054062681e-05
-7.700000000000000000e+01,1.396324867959568370e-04,7.976732032542393851e-05
-7.600000000000000000e+01,-1.253160090649937009e-05,1.629283775573085876e-04
-7.500000000000000000e+01,1.352380471161608587e-05,-1.518487344262239923e-04
-7.400000000000000000e+01,-7.245665258180433504e-05,-1.422262118932959493e-04
-7.300000000000000000e+01,2.582702842042479505e-05,-1.624014170852343842e-04
-7.200000000000000000e+01,6.373517037487509555e-05,1.114992736268827326e-05
-7.100000000000000000e+01,-1.909198065496686930e-04,1.225605509271649103e-04
-7.000000000000000000e+01,9.275441602176173121e-05,-6.304773564422300896e-05
-6.900000000000000000e+01,1.977466702564768396e-04,1.269925204018908303e-04
-6.800000000000000000e+01,5.599467579053676381e-05,2.015580927976446131e-05
-6.700000000000000000e+01,1.146903758801219510e-04,-1.048764746815881885e-04
-6.600000000000000000e+01,1.019934825737634583e-04,-1.210460836825223301e-04
-6.500000000000000000e+01,1.669491754603677285e-04,-1.096815599555836193e-04
-6.400000000000000000e+01,1.020724606493882440e-04,1.547110459791962566e-04
-6.300000000000000000e+01,1.322657846859147238e-04,4.955978442583907419e-05
-6.200000000000000000e+01,1.701411609842928818e-05,6.573259367390762802e-05
-6.100000000000000000e+01,-6.592026104049613668e-05,4.461517860900000507e-05
-6.000000000000000000e+01,6.512859118098830187e-06,-2.244030315867806080e-04
-5.900000000000000000e+01,-8.862094250117750127e-05,-1.295076469262732444e-04
-5.800000000000000000e+01,2.112424561954076162e-04,5.126525120005523444e-05
-5.700000000000000000e+01,2.128875845117641276e-05,7.017023661368647618e-05
-5.600000000000000000e+01,-5.985806886297806586e-05,-2.824374558569584431e-05
-5.500000000000000000e+01,2.754642206347328185e-04,-1.062423836320648397e-04
-5.400000000000000000e+01,4.772401982542186834e-05,-1.212795936377273563e-04
-5.300000000000000000e+01,1.465976968495678423e-05,8.281869979320444154e-05
-5.200000000000000000e+01,-8.360825810593112170e-05,-1.055672598472914034e-04
-5.100000000000000000e+01,3.833647674592500923e-04,-1.964751875521098478e-04
-5.000000000000000000e+01,5.865582164399847946e-04,4.375303668053261239e-04
-4.900000000000000000e+01,9.555034163371203403e-05,1.940897456095916644e-04
-4.800000000000000000e+01,2.518539540809311915e-04,-1.549737092941390836e-04
-4.700000000000000000e+01,-1.631122896565132723e-04,-1.957521373758869439e-04
-4.600000000000000000e+01,-4.334160812032019033e-05,-3.542040456217066067e-04
-4.500000000000000000e+01,5.681988494035820133e-06,-3.804822234299760930e-05
-4.400000000000000000e+01,-3.702648375884623781e-04,1.509797521293675617e-05
-4.300000000000000000e+01,3.919581317868256237e-04,1.115440512133632634e-04
-4.200000000000000000e+01,1.004123430119845253e-04,1.241964235016185139e-04
-4.100000000000000000e+01,-5.336226581653833129e-05,5.067713215965971075e-05
-4.000000000000000000e+01,4.059998076134191066e-04,-1.840157787514661914e-04
-3.900000000000000000e+01,1.014901319620096983e-04,-2.154582253704269337e-04
-3.800000000000000000e+01,2.106022434716970141e-04,1.640010064287273869e-04
-3.700000000000000000e+01,6.683577316252920994e-04,-5.513589018395633704e-04
-3.600000000000000000e+01,9.531038843221045428e-04,1.368404656770947969e-05
-3.500000000000000000e+01,4.221582789377298535e-04,5.542043308952825098e-04
-3.400000000000000000e+01,-2.316736862563492216e-04,-2.171892663547288107e-04
-3.300000000000000000e+01,-5.631654726023934375e-04,-1.825829755238847431e-04
-3.200000000000000000e+01,4.251016350079035814e-05,-4.586345962442261656e-04
-3.100000000000000000e+01,5.684750566487588525e-04,5.808101718630834069e-04
-3.000000000000000000e+01,-2.153135835260442331e-04,3.023067632041647043e-04
-2.900000000000000000e+01,5.092989406158619347e-04,-5.885386200792212547e-04
-2.800000000000000000e+01,7.870479846118094312e-04,-3.847890460337486632e-05
-2.700000000000000000e+01,-8.039181875616439876e-05,-6.580762357719804499e-04
-2.600000000000000000e+01,-5.586268123216634948e-04,5.114680562313116564e-04
-2.500000000000000000e+01,-3.876237465492879094e-04,-7.751699089720774346e-04
-2.400000000000000000e+01,1.340702654098592603e-03,-7.734050441258840574e-04
-2.300000000000000000e+01,1.815042616577637906e-03,1.634748951828831134e-03
-2.200000000000000000e+01,2.185246191153158470e-03,-1.014398381982686489e-03
-2.100000000000000000e+01,1.698871946526770175e-03,4.908339352506039394e-04
-2.000000000000000000e+01,1.634460651396159303e-04,7.943179022524568880e-04
-1.900000000000000000e+01,-6.928324666877049703e-04,-1.989227420992148790e-03
-1.800000000000000000e+01,-6.341336689488987106e-04,-4.701340684579180811e-04
-1.700000000000000000e+01,1.822759622113190791e-03,-3.130888961565210017e-04
-1.600000000000000000e+01,6.508177321721391199e-05,4.336934589282564773e-04
-1.500000000000000000e+01,-6.994661771133603694e-04,2.313729598939413303e-06
-1.400000000000000000e+01,7.288321603598838774e-05,-8.052936578223488960e-04
-1.300000000000000000e+01,5.506414379587531820e-04,8.593353824068665871e-05
-1.200000000000000000e+01,1.173620966714719995e-03,4.339878148209050206e-03
-1.100000000000000000e+01,-3.391361393689042592e-03,6.042958406698650201e-04
-1.000000000000000000e+01,1.254905076626487530e-02,-1.194298123638153422e-02
-9.000000000000000000e+00,1.841691282730407303e-02,-8.051111636995830333e-04
-8.000000000000000000e+00,8.414217001042861854e-03,1.312048798236848269e-03
-7.000000000000000000e+00,7.652841929815433486e-03,-7.797696127885807640e-03
-6.000000000000000000e+00,-2.047058884071069340e-02,2.003405988912063986e-03
-5.000000000000000000e+00,1.343194678744158779e-02,1.074476022522912778e-03
-4.000000000000000000e+00,5.988627768840898771e-03,1.829820441158601374e-02
-3.000000000000000000e+00,-1.322850777182750862e-02,7.022089220241829570e-03
-2.000000000000000000e+00,2.713736388775643826e-01,-3.695622994926298088e-02
-1.000000000000000000e+00,-1.513995646406642304e-01,-1.579391419946944153e-01
0.000000000000000000e+00,4.323941520552259700e-03,-9.231271753255279600e-02
1.000000000000000000e+00,-5.501236318264882824e-02,3.868843140217315818e-02
2.000000000000000000e+00,-8.253498678427501067e-02,-2.424257424542701142e-02
3.000000000000000000e+00,3.618872630483854769e-02,1.890391043309463948e-02
4.000000000000000000e+00,1.753879608620187783e-02,-3.888711029640210676e-02
5.000000000000000000e+00,4.830526981334683223e-02,-2.603046330060106855e-02
6.000000000000000000e+00,2.770233941999386204e-02,9.126509696898434457e-03
7.000000000000000000e+00,2.742050601586737239e-03,1.082597457558528639e-02
8.000000000000000000e+00,-2.723982313654083401e-03,-3.249550405785474154e-03
9.000000000000000000e+00,5.276710704099157878e-03,-5.308160109603122720e-03
1.000000000000000000e+01,8.885893731161852160e-03,3.228664277762190431e-03
1.100000000000000000e+01,-2.309238538138605641e-03,-4.117787722746436840e-03
1.200000000000000000e+01,-6.090860754706319571e-05,-1.944840719055495899e-03
1.300000000000000000e+01,9.552763531604911327e-05,-1.712593267631681675e-04
1.400000000000000000e+01,-1.224808633721872044e-03,5.348400713819513027e-05
1.500000000000000000e+01,-2.516193349970720925e-04,6.528065337012826930e-03
1.600000000000000000e+01,-1.283174299315798482e-03,-1.008317488030875154e-03
1.700000000000000000e+01,2.754969024453688114e-03,-2.192553807165773319e-03
1.800000000000000000e+01,3.087678025981636931e-03,1.465487158006797768e-05
1.900000000000000000e+01,1.798273916556033733e-03,-3.218472655789653483e-03
2.000000000000000000e+01,1.698467799319321181e-03,-8.610670359215145161e-05
2.100000000000000000e+01,3.548157300771274123e-04,4.943271215423585604e-04
2.200000000000000000e+01,-9.160885688405768167e-05,1.203072288580934719e-04
2.300000000000000000e+01,-3.611956663477375404e-06,-8.238799954741762258e-05
2.400000000000000000e+01,1.071515079367321190e-03,-5.396870916080088966e-04
2.500000000000000000e+01,6.649651193424765483e-04,4.205690343016751389e-04
2.600000000000000000e+01,-3.380532344323097164e-04,-2.876964598470893803e-04
2.700000000000000000e+01,6.575338568332173819e-05,1.453269453184617851e-04
2.800000000000000000e+01,5.692919311072048823e-04,2.301957055561642618e-04
2.900000000000000000e+01,5.196861177226570733e-05,6.678778577699272332e-04
3.000000000000000000e+01,-4.660080135473350892e-04,3.677560878054703672e-04
3.100000000000000000e+01,2.737321775496927767e-04,-1.437151734820704728e-03
3.200000000000000000e+01,4.504941378540367391e-04,-5.396176159144004756e-04
3.300000000000000000e+01,7.756294367353924355e-04,9.517260922729671956e-05
3.400000000000000000e+01,2.525649523390765660e-04,1.832326218275477561e-04
3.500000000000000000e+01,-8.200083121752386214e-05,1.856182952341009712e-04
3.600000000000000000e+01,1.065979426435283671e-03,-1.115731729772695494e-04
3.700000000000000000e+01,1.641472889778416685e-04,6.990361169727029472e-05
3.800000000000000000e+01,5.758684694344831033e-05,-5.270347632821740201e-04
3.900000000000000000e+01,4.055633747474382740e-04,-2.943931597496353934e-04
4.000000000000000000e+01,-3.667088351275791104e-04,6.495444001824782605e-06
4.100000000000000000e+01,7.121057432296642683e-05,1.024049988027308481e-04
4.200000000000000000e+01,-2.485962029197813161e-05,5.373288947733904745e-04
4.300000000000000000e+01,-6.073865551306804294e-06,1.498359857500865017e-04
4.400000000000000000e+01,1.240425858437776128e-04,1.125334261014651621e-04
4.500000000000000000e+01,-4.717037379286533023e-05,-1.701865126178867644e-04
4.600000000000000000e+01,3.380480877042173963e-04,-5.807521880360675369e-04
4.700000000000000000e+01,3.694375228109740041e-04,-3.364567581494060398e-05
4.800000000000000000e+01,3.223837358102960276e-04,2.183453510995967133e-04
4.900000000000000000e+01,-5.552229011585428794e-05,-1.365568931126653646e-04
5.000000000000000000e+01,1.357630860426802043e-04,-2.087271730177714109e-04
5.100000000000000000e+01,3.708905642696505578e-04,-4.771969071377930540e-05
5.200000000000000000e+01,-1.932577109458768593e-04,-8.902210304890548437e-05
5.300000000000000000e+01,-4.706476643970947766e-06,3.978141416029259958e-05
5.400000000000000000e+01,9.730223741516016100e-05,-2.154458065841379961e-05
5.500000000000000000e+01,1.731745077471997325e-04,1.181564372792850862e-04
5.600000000000000000e+01,1.858933214302242514e-04,3.830576677166247913e-04
5.700000000000000000e+01,-1.080501963806894579e-04,-9.110761952417339700e-05
5.800000000000000000e+01,2.895543464899041371e-05,-1.475084015888143381e-04
5.900000000000000000e+01,-4.973580064425300125e-05,-1.208494148781788166e-04
6.000000000000000000e+01,5.481843566737900665e-05,-1.678317248891998399e-04
6.100000000000000000e+01,1.212856878428160185e-04,7.240052908141668333e-05
6.200000000000000000e+01,1.234389889319016122e-04,1.966740261936620815e-05
6.300000000000000000e+01,2.632935163189673998e-04,9.181769198834805715e-05
6.400000000000000000e+01,-8.375724857664959804e-06,-1.048225091878576972e-04
6.500000000000000000e+01,1.415202731174162293e-04,-2.015400974707870008e-04
6.600000000000000000e+01,1.544648251391476999e-04,-6.532933540253151749e-06
6.700000000000000000e+01,-1.466460696323289878e-04,-6.144297926199565618e-05
6.800000000000000000e+01,6.463632550793730475e-05,1.881975393957147332e-05
6.900000000000000000e+01,1.447329798479691566e-04,1.106980379872789003e-05
7.000000000000000000e+01,1.819366288081951708e-05,1.637708631872365718e-04
7.100000000000000000e+01,-4.124324014031300115e-05,1.438716359960422945e-04
7.200000000000000000e+01,-9.492672115327200548e-05,-1.183839332409094181e-04
7.300000000000000000e+01,-3.234491286489007427e-06,-4.630332196069903447e-05
7.400000000000000000e+01,1.992587967478941778e-04,-2.638915418217815785e-05
7.500000000000000000e+01,1.016633705127430236e-04,5.983244304818924688e-05
7.600000000000000000e+01,3.786333002053874231e-05,-6.591420619540022435e-05
7.700000000000000000e+01,1.932399286396463520e-04,-1.355810934764808029e-04
7.800000000000000000e+01,2.412439281449032131e-06,-4.519871459588765440e-06
7.900000000000000000e+01,-5.974050879779538645e-05,-1.206449471790782042e-04
8.000000000000000000e+01,2.266511553749710837e-05,4.108493961304744813e-06
8.100000000000000000e+01,9.913040660913599047e-06,1.541317243024288778e-05
8.200000000000000000e+01,1.010360383605519985e-04,3.083808481663255019e-05
8.300000000000000000e+01,9.057612518881066085e-05,1.102982924354323354e-04
